Title: *MOSIS 2U CMOS MODELS
Date: Thu Jul  4 00:32:22  1991
Plotname: transient
Flags: real
No. Variables: 17
No. Points: 115     
Command: version 3d2
Variables:
	0	time	time
	1	out1	voltage
	2	in1	voltage
	3	gnd	voltage
	4	vdd	voltage
	5	out2	voltage
	6	out3	voltage
	7	in2	voltage
	8	out4	voltage
	9	in3	voltage
	10	mid	voltage
	11	vin3#branch	current
	12	vin2#branch	current
	13	vin1#branch	current
	14	vmid#branch	current
	15	vgnd#branch	current
	16	vdd#branch	current
Values:
0		0.000000000000000e+00
	4.999999988753591e+00
	0.000000000000000e+00
	0.000000000000000e+00
	5.000000000000000e+00
	7.875001602011043e-09
	8.613559584292241e-02
	0.000000000000000e+00
	4.999999999997892e+00
	5.000000000000000e+00
	2.500000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	0.000000000000000e+00
	3.281633415858215e-11
	-3.070833573483632e-11
1		1.000000000000000e-13
	5.000080955681992e+00
	5.000000000000000e-03
	0.000000000000000e+00
	5.000000000000000e+00
	8.967563456194012e-07
	8.614027808247648e-02
	5.000000000000000e-03
	4.999985353030449e+00
	4.995000000000000e+00
	2.500000000000000e+00
	1.632177197290918e-03
	-8.162286514942219e-04
	-2.434992778249212e-03
	0.000000000000000e+00
	2.070494088933117e-03
	-4.514498564642810e-04
2		2.000000000000000e-13
	5.000161844863065e+00
	1.000000000000000e-02
	0.000000000000000e+00
	5.000000000000000e+00
	1.784683213339919e-06
	8.614964552787385e-02
	1.000000000000000e-02
	4.999970706062985e+00
	4.990000000000000e+00
	2.500000000000000e+00
	1.632177197271156e-03
	-1.632486965880357e-03
	-2.434228179763576e-03
	0.000000000000000e+00
	2.839020058651442e-03
	-4.044821102666685e-04
3		4.000000000000001e-13
	5.000323476611883e+00
	2.000000000000000e-02
	0.000000000000000e+00
	5.000000000000000e+00
	3.557039710311381e-06
	8.615902472269218e-02
	2.000000000000000e-02
	4.999941412128011e+00
	4.980000000000000e+00
	2.500000000000000e+00
	1.632177197230300e-03
	-1.174941657716699e-07
	-2.432724432448019e-03
	0.000000000000000e+00
	1.299006854182494e-03
	-4.983421248030417e-04
4		8.000000000000001e-13
	5.000646401628145e+00
	4.000000000000000e-02
	0.000000000000000e+00
	5.000000000000000e+00
	7.096946400796521e-06
	8.617778311234747e-02
	4.000000000000000e-02
	4.999882824257695e+00
	4.960000000000000e+00
	2.500000000000000e+00
	1.632177197214424e-03
	-1.632486965880302e-03
	-2.432671077717385e-03
